lat,long,elev,locality,Year,Temp
-33.83,121.89,25,ESPERANCE,1985,21.86548
-34.94,117.82,68.4,ALBANY,1985,19.72157
-31.48,118.28,315,MERREDIN,1985,25.28
-31.62,117.22,216.7,CUNDERDIN,1985,25.33973
-33.69,117.61,320,KATANNING,1985,22.23288
-32.67,116.67,275,WANDERING,1985,23.27123
-31.68,128.9,93.1,EUCLA,1985,22.13812
-30.85,128.11,159,FORREST,1985,25.48072
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1985,25.23315
-25.03,128.3,598,GILES,1985,29.69671
-12.42,130.89,30.4,DARWIN,1985,32.20329
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1985,35.14239
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1985,31.95699
-23.8,133.89,546,ALICE SPRINGS,1985,29.64301
-20.18,130.01,340,RABBIT FLAT,1985,34.35592
-31.16,136.81,166.6,WOOMERA,1985,25.42795
-30.71,134.58,123,TARCOOLA,1985,26.39579
-27.56,135.45,116.5,OODNADATTA,1985,28.59824
-29.66,138.07,50,MARREE,1985,27.59972
-32.13,133.7,15.3,CEDUNAAMO,1985,22.79014
-33.13,135.55,59,KYANCUTTA,1985,24.92527
-34.6,135.88,8.5,PORT LINCOLN,1985,20.20194
-33.77,138.22,109.1,RAYVILLEPARK,1985,22.84286
-35.75,136.6,158,CAPEBORDA,1985,18.50658
-34.92,138.62,48,KENTTOWN,1985,21.75973
-34.48,139.01,275,NURIOOTPAPIRSA,1985,20.83233
-37.75,140.77,63,MOUNT GAMBIER,1985,19.14521
-37.16,139.76,3.3,ROBE,1985,18.23814
-12.68,141.92,18,WEIPAAERO,1985,32.36959
-10.58,142.29,4,HORNISLAND,1985,30.16329
-16,144.08,203.8,PALMERVILLE,1985,32.77191
-17.69,141.07,18.4,NORMANTON,1985,33.16741
-17.75,139.54,5.7,BURKETOWN,1985,32.72822
-20.73,143.14,211.1,RICHMOND POST OFFICE,1985,32.83173
-18.3,143.53,301.8,GEORGETOWN,1985,32.75233
-16.87,145.75,2.2,CAIRNSAERO,1985,29.06171
-19.25,146.77,4.3,TOWNSVILLE,1985,29.11616
-21.12,149.22,30.3,MACKAY,1985,25.98425
-20.05,146.27,289.8,CHARTERS TOWERS,1985,29.5925
-23.55,145.29,266.9,BARCALDINE,1985,29.50257
-23.44,144.28,192.2,LONGREACH,1985,31.14877
-19.92,138.12,231.2,CAMOOWEAL,1985,33.5
-22.91,139.9,161.8,BOULIA,1985,31.69699
-25.9,139.35,46.6,BIRDSVILLE,1985,30.64505
-25.62,151.62,110.9,GAYNDAH,1985,27.92164
-23.38,150.48,10.4,ROCKHAMPTON,1985,28.20496
-24.91,152.32,30.8,BUNDABERGAERO,1985,26.80365
-27.63,152.71,24.2,AMBERLEYAMO,1985,26.19536
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1985,23.18932
-27.39,153.13,4.5,BRISBANEAERO,1985,25.02055
-26.66,150.18,304.8,MILES CONSTANCE STREET,1985,26.88696
-28.05,148.59,198.5,ST GEORGE AIRPORT,1985,26.78457
-26.41,146.26,301.6,CHARLEVILLE,1985,28.40989
-27.99,143.82,130.9,THARGOMINDAH,1985,28.56099
-31.52,143.39,94.3,WILCANNIA,1985,26.20843
-29.44,142.06,176.4,TIBOOBURRA,1985,27.09452
-31.48,145.83,260,COBARMO,1985,25.09507
-30.04,145.95,107.3,BOURKE,1985,27.69258
-33.94,147.2,257,WESTWYALONG,1985,22.20797
-30.04,148.12,133,WALGETT,1985,26.45775
-29.49,149.85,213,MOREEAERO,1985,25.69562
-31.03,150.27,307,GUNNEDAH,1985,24.43781
-29.78,151.11,582,INVERELL,1985,23.37867
-29.43,153.36,27.4,YAMBA PILOT STATION,1985,23.33315
-30.32,153.12,3.5,COFFS HARBOUR,1985,23.1337
-31.43,152.87,4.2,PORT MACQUARIE,1985,22.95041
-32.79,151.84,7.5,WILLIAMTOWN,1985,22.82658
-32.03,150.83,221.4,SCONE,1985,23.42904
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1985,19.81753
-32.22,148.58,284,DUBBO,1985,23.98711
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1985,22.40301
-33.6,150.78,19,RICHMOND,1985,23.31731
-34.95,150.54,109,NOWRARAN,1985,21.28017
-35.09,150.8,85,POINT PERPENDICULAR,1985,19.90192
-35.91,150.15,17,MORUYAHEADS,1985,20.04192
-35.31,149.2,577.1,CANBERRA AIRPORT,1985,19.49562
-35.16,147.46,212,WAGGA WAGGA,1985,21.88877
-35.94,148.38,1482.4,CABRAMURRA,1985,11.265934
-35.56,144.95,94,DENILIQUIN,1985,22.72418
-34.24,142.09,50,MILDURA,1985,24.41973
-36.31,141.65,138.9,NHILL,1985,22.21671
-35.72,143.92,77.7,KERANG,1985,22.67091
-36.1,146.51,175,RUTHERGLEN,1985,21.13928
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1985,17.94877
-37.69,148.47,62.7,ORBOST,1985,19.28402
-38.12,147.13,4.6,EASTSALE,1985,19.38806
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1985,16.2789
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1985,19.48384
-37.86,144.76,20.1,LAVERTON,1985,19.39753
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1985,16.63489
-41.05,146.79,3,LOWHEAD,1985,16.38493
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1985,17.53679
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1985,17.04411
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1985,14.78223
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1985,16.96438
-42.99,147.07,65,GROVE(RESEARCHSTATION),1985,17.23955
-42.28,146.28,667,BUTLERS GORGE,1985,13.10625
-14.3,126.65,23,KALUMBURU,1986,35.10747
-18.23,127.66,422,HALLS CREEK,1986,33.6989
-17.95,122.24,7.4,BROOME AIRPORT,1986,31.34658
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1986,33.11068
-21.18,119.75,182.3,MARBLE BAR,1986,34.77784
-22.24,114.1,5,LEARMONTH AIRPORT,1986,31.39288
-22.24,118.34,463,WITTENOOM,1986,33.09151
-24.89,113.67,4,CARNARVON AIRPORT,1986,27.25315
-26.61,118.54,517,MEEKATHARRA AIRPORT,1986,27.24172
-29.2,116.02,271.4,MORAWA AIRPORT,1986,26.26579
-30.28,116.67,324.5,DALWALLINU,1986,24.73464
-28.8,114.7,29.7,GERALDTON AIRPORT,1986,24.47315
-31.93,115.98,15.4,PERTH AIRPORT,1986,23.77562
-34.37,115.14,13,CAPE LEEUWIN,1986,18.98767
-33.95,116.13,178.7,BRIDGETOWN,1986,20.90169
-33.83,121.89,25,ESPERANCE,1986,20.76356
-34.94,117.82,68.4,ALBANY,1986,19.06271
-31.48,118.28,315,MERREDIN,1986,24.1241
-31.62,117.22,216.7,CUNDERDIN,1986,24.03709
-33.69,117.61,320,KATANNING,1986,21.17205
-32.67,116.67,275,WANDERING,1986,21.9865
-31.68,128.9,93.1,EUCLA,1986,21.66138
-30.85,128.11,159,FORREST,1986,24.9
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1986,24.04055
-25.03,128.3,598,GILES,1986,29.41808
-12.42,130.89,30.4,DARWIN,1986,32.23041
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1986,36.0789
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1986,32.33781
-23.8,133.89,546,ALICE SPRINGS,1986,28.99726
-20.18,130.01,340,RABBIT FLAT,1986,34.46356
-31.16,136.81,166.6,WOOMERA,1986,25.21507
-30.71,134.58,123,TARCOOLA,1986,26.28439
-27.56,135.45,116.5,OODNADATTA,1986,27.32
-29.66,138.07,50,MARREE,1986,27.58078
-32.13,133.7,15.3,CEDUNAAMO,1986,22.65945
-33.13,135.55,59,KYANCUTTA,1986,24.61685
-34.6,135.88,8.5,PORT LINCOLN,1986,19.75644
-33.77,138.22,109.1,RAYVILLEPARK,1986,22.43097
-35.75,136.6,158,CAPEBORDA,1986,18.00385
-34.92,138.62,48,KENTTOWN,1986,21.40274
-34.48,139.01,275,NURIOOTPAPIRSA,1986,20.39507
-37.75,140.77,63,MOUNT GAMBIER,1986,18.78301
-37.16,139.76,3.3,ROBE,1986,17.82687
-12.68,141.92,18,WEIPAAERO,1986,33.11928
-10.58,142.29,4,HORNISLAND,1986,30.53836
-16,144.08,203.8,PALMERVILLE,1986,33.06331
-17.69,141.07,18.4,NORMANTON,1986,33.97115
-17.75,139.54,5.7,BURKETOWN,1986,33.53118
-20.73,143.14,211.1,RICHMOND POST OFFICE,1986,33.57839
-18.3,143.53,301.8,GEORGETOWN,1986,33.20534
-16.87,145.75,2.2,CAIRNSAERO,1986,29.65179
-19.25,146.77,4.3,TOWNSVILLE,1986,29.72055
-21.12,149.22,30.3,MACKAY,1986,26.41157
-20.05,146.27,289.8,CHARTERS TOWERS,1986,30.04751
-23.55,145.29,266.9,BARCALDINE,1986,30.63352
-23.44,144.28,192.2,LONGREACH,1986,31.71178
-19.92,138.12,231.2,CAMOOWEAL,1986,33.97315
-22.91,139.9,161.8,BOULIA,1986,32.19559
-25.9,139.35,46.6,BIRDSVILLE,1986,30.50712
-25.62,151.62,110.9,GAYNDAH,1986,28.11212
-23.38,150.48,10.4,ROCKHAMPTON,1986,28.29781
-24.91,152.32,30.8,BUNDABERGAERO,1986,26.99973
-27.63,152.71,24.2,AMBERLEYAMO,1986,27.19916
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1986,23.47452
-27.39,153.13,4.5,BRISBANEAERO,1986,25.36137
-26.66,150.18,304.8,MILES CONSTANCE STREET,1986,27.57535
-28.05,148.59,198.5,ST GEORGE AIRPORT,1986,27.11753
-26.41,146.26,301.6,CHARLEVILLE,1986,28.4137
-27.99,143.82,130.9,THARGOMINDAH,1986,28.99943
-31.52,143.39,94.3,WILCANNIA,1986,26.76667
-29.44,142.06,176.4,TIBOOBURRA,1986,27.19671
-31.48,145.83,260,COBARMO,1986,25.3
-30.04,145.95,107.3,BOURKE,1986,27.72637
-33.94,147.2,257,WESTWYALONG,1986,22.28247
-30.04,148.12,133,WALGETT,1986,26.70088
-29.49,149.85,213,MOREEAERO,1986,25.97589
-31.03,150.27,307,GUNNEDAH,1986,24.59559
-29.78,151.11,582,INVERELL,1986,23.75895
-29.43,153.36,27.4,YAMBA PILOT STATION,1986,23.74876
-30.32,153.12,3.5,COFFS HARBOUR,1986,23.52082
-31.43,152.87,4.2,PORT MACQUARIE,1986,23.02932
-32.79,151.84,7.5,WILLIAMTOWN,1986,23.11781
-32.03,150.83,221.4,SCONE,1986,23.9902
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1986,19.79174
-32.22,148.58,284,DUBBO,1986,24.23681
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1986,22.55671
-33.6,150.78,19,RICHMOND,1986,23.61841
-34.95,150.54,109,NOWRARAN,1986,21.41699
-35.09,150.8,85,POINT PERPENDICULAR,1986,19.72129
-35.91,150.15,17,MORUYAHEADS,1986,19.97123
-35.31,149.2,577.1,CANBERRA AIRPORT,1986,19.30055
-35.16,147.46,212,WAGGA WAGGA,1986,21.47671
-35.94,148.38,1482.4,CABRAMURRA,1986,10.929577
-35.56,144.95,94,DENILIQUIN,1986,22.15863
-34.24,142.09,50,MILDURA,1986,23.58904
-36.31,141.65,138.9,NHILL,1986,21.34329
-35.72,143.92,77.7,KERANG,1986,21.78398
-36.1,146.51,175,RUTHERGLEN,1986,20.79421
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1986,18.09589
-37.69,148.47,62.7,ORBOST,1986,19.19667
-38.12,147.13,4.6,EASTSALE,1986,18.93802
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1986,15.99918
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1986,18.82767
-37.86,144.76,20.1,LAVERTON,1986,18.87452
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1986,16.31425
-41.05,146.79,3,LOWHEAD,1986,15.86904
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1986,17.01547
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1986,17.16768
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1986,14.69183
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1986,16.89644
-42.99,147.07,65,GROVE(RESEARCHSTATION),1986,16.90693
-42.28,146.28,667,BUTLERS GORGE,1986,12.24354
-14.3,126.65,23,KALUMBURU,1987,34.18258
-18.23,127.66,422,HALLS CREEK,1987,33.16301
-17.95,122.24,7.4,BROOME AIRPORT,1987,32.02904
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1987,33.36603
-21.18,119.75,182.3,MARBLE BAR,1987,34.73901
-22.24,114.1,5,LEARMONTH AIRPORT,1987,31.41425
-22.24,118.34,463,WITTENOOM,1987,33.18493
-24.89,113.67,4,CARNARVON AIRPORT,1987,27.98411
-26.61,118.54,517,MEEKATHARRA AIRPORT,1987,27.75315
-29.2,116.02,271.4,MORAWA AIRPORT,1987,27.6259
-30.28,116.67,324.5,DALWALLINU,1987,25.86954
-28.8,114.7,29.7,GERALDTON AIRPORT,1987,25.49288
-31.93,115.98,15.4,PERTH AIRPORT,1987,24.94164
-34.37,115.14,13,CAPE LEEUWIN,1987,19.46274
-33.95,116.13,178.7,BRIDGETOWN,1987,22.26399
-33.83,121.89,25,ESPERANCE,1987,21.04767
-34.94,117.82,68.4,ALBANY,1987,19.95699
-31.48,118.28,315,MERREDIN,1987,25.24575
-31.62,117.22,216.7,CUNDERDIN,1987,25.05414
-33.69,117.61,320,KATANNING,1987,22.19041
-32.67,116.67,275,WANDERING,1987,22.85766
-31.68,128.9,93.1,EUCLA,1987,22.40114
-30.85,128.11,159,FORREST,1987,25.36603
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1987,24.73205
-25.03,128.3,598,GILES,1987,28.61786
-12.42,130.89,30.4,DARWIN,1987,32.20877
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1987,34.97721
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1987,31.39452
-23.8,133.89,546,ALICE SPRINGS,1987,29.12603
-20.18,130.01,340,RABBIT FLAT,1987,33.0584
-31.16,136.81,166.6,WOOMERA,1987,25.41726
-30.71,134.58,123,TARCOOLA,1987,25.34337
-27.56,135.45,116.5,OODNADATTA,1987,27.28619
-29.66,138.07,50,MARREE,1987,27.98933
-32.13,133.7,15.3,CEDUNAAMO,1987,22.69507
-33.13,135.55,59,KYANCUTTA,1987,24.96384
-34.6,135.88,8.5,PORT LINCOLN,1987,20.19205
-33.77,138.22,109.1,RAYVILLEPARK,1987,22.87298
-35.75,136.6,158,CAPEBORDA,1987,18.04493
-34.92,138.62,48,KENTTOWN,1987,21.9011
-34.48,139.01,275,NURIOOTPAPIRSA,1987,20.75769
-37.75,140.77,63,MOUNT GAMBIER,1987,19.17918
-37.16,139.76,3.3,ROBE,1987,17.83088
-12.68,141.92,18,WEIPAAERO,1987,32.97068
-10.58,142.29,4,HORNISLAND,1987,30.26055
-16,144.08,203.8,PALMERVILLE,1987,33.42997
-17.69,141.07,18.4,NORMANTON,1987,33.62274
-17.75,139.54,5.7,BURKETOWN,1987,33.10198
-20.73,143.14,211.1,RICHMOND POST OFFICE,1987,33.31028
-18.3,143.53,301.8,GEORGETOWN,1987,33.13654
-16.87,145.75,2.2,CAIRNSAERO,1987,29.37107
-19.25,146.77,4.3,TOWNSVILLE,1987,29.80301
-21.12,149.22,30.3,MACKAY,1987,26.83014
-20.05,146.27,289.8,CHARTERS TOWERS,1987,30.24116
-23.55,145.29,266.9,BARCALDINE,1987,30.00742
-23.44,144.28,192.2,LONGREACH,1987,31.33453
-19.92,138.12,231.2,CAMOOWEAL,1987,33.39781
-22.91,139.9,161.8,BOULIA,1987,31.70139
-25.9,139.35,46.6,BIRDSVILLE,1987,30.7044
-25.62,151.62,110.9,GAYNDAH,1987,28.50249
-23.38,150.48,10.4,ROCKHAMPTON,1987,28.98849
-24.91,152.32,30.8,BUNDABERGAERO,1987,27.26964
-27.63,152.71,24.2,AMBERLEYAMO,1987,27.28219
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1987,23.65589
-27.39,153.13,4.5,BRISBANEAERO,1987,25.29945
-26.66,150.18,304.8,MILES CONSTANCE STREET,1987,27.51562
-28.05,148.59,198.5,ST GEORGE AIRPORT,1987,27.10665
-26.41,146.26,301.6,CHARLEVILLE,1987,27.88932
-27.99,143.82,130.9,THARGOMINDAH,1987,28.5474
-31.52,143.39,94.3,WILCANNIA,1987,26.08528
-29.44,142.06,176.4,TIBOOBURRA,1987,26.59699
-31.48,145.83,260,COBARMO,1987,25.18658
-30.04,145.95,107.3,BOURKE,1987,27.75675
-33.94,147.2,257,WESTWYALONG,1987,22.41288
-30.04,148.12,133,WALGETT,1987,26.83333
-29.49,149.85,213,MOREEAERO,1987,26.15014
-31.03,150.27,307,GUNNEDAH,1987,24.70603
-29.78,151.11,582,INVERELL,1987,23.41433
-29.43,153.36,27.4,YAMBA PILOT STATION,1987,23.84643
-30.32,153.12,3.5,COFFS HARBOUR,1987,23.55425
-31.43,152.87,4.2,PORT MACQUARIE,1987,23.29699
-32.79,151.84,7.5,WILLIAMTOWN,1987,23.26247
-32.03,150.83,221.4,SCONE,1987,23.97131
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1987,19.7737
-32.22,148.58,284,DUBBO,1987,24.1832
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1987,22.59588
-33.6,150.78,19,RICHMOND,1987,23.57644
-34.95,150.54,109,NOWRARAN,1987,21.42904
-35.09,150.8,85,POINT PERPENDICULAR,1987,19.99753
-35.91,150.15,17,MORUYAHEADS,1987,20.13808
-35.31,149.2,577.1,CANBERRA AIRPORT,1987,19.8789
-35.16,147.46,212,WAGGA WAGGA,1987,22.33699
-35.94,148.38,1482.4,CABRAMURRA,1987,11.657418
-35.56,144.95,94,DENILIQUIN,1987,22.86877
-34.24,142.09,50,MILDURA,1987,24.1
-36.31,141.65,138.9,NHILL,1987,22.02967
-35.72,143.92,77.7,KERANG,1987,22.5304
-36.1,146.51,175,RUTHERGLEN,1987,21.47151
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1987,18.19589
-37.69,148.47,62.7,ORBOST,1987,19.50056
-38.12,147.13,4.6,EASTSALE,1987,19.59587
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1987,16.44959
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1987,19.26493
-37.86,144.76,20.1,LAVERTON,1987,19.02384
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1987,16.85781
-41.05,146.79,3,LOWHEAD,1987,16.14849
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1987,17.52986
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1987,17.64795
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1987,14.92603
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1987,17.60411
-42.99,147.07,65,GROVE(RESEARCHSTATION),1987,17.24788
-42.28,146.28,667,BUTLERS GORGE,1987,12.75625
-14.3,126.65,23,KALUMBURU,1988,34.65994
-18.23,127.66,422,HALLS CREEK,1988,33.99317
-17.95,122.24,7.4,BROOME AIRPORT,1988,33.08087
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1988,33.83333
-21.18,119.75,182.3,MARBLE BAR,1988,34.80601
-22.24,114.1,5,LEARMONTH AIRPORT,1988,32.4541
-22.24,118.34,463,WITTENOOM,1988,32.94804
-24.89,113.67,4,CARNARVON AIRPORT,1988,29.03005
-26.61,118.54,517,MEEKATHARRA AIRPORT,1988,28.87123
-29.2,116.02,271.4,MORAWA AIRPORT,1988,26.83694
-30.28,116.67,324.5,DALWALLINU,1988,25.76877
-28.8,114.7,29.7,GERALDTON AIRPORT,1988,26.23169
-31.93,115.98,15.4,PERTH AIRPORT,1988,25.11421
-34.37,115.14,13,CAPE LEEUWIN,1988,19.72186
-33.95,116.13,178.7,BRIDGETOWN,1988,22.05879
-33.83,121.89,25,ESPERANCE,1988,21.47644
-34.94,117.82,68.4,ALBANY,1988,19.9694
-31.48,118.28,315,MERREDIN,1988,25.04617
-31.62,117.22,216.7,CUNDERDIN,1988,25.16028
-33.69,117.61,320,KATANNING,1988,22.02158
-32.67,116.67,275,WANDERING,1988,22.951
-31.68,128.9,93.1,EUCLA,1988,22.43235
-30.85,128.11,159,FORREST,1988,25.51284
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1988,24.92459
-25.03,128.3,598,GILES,1988,29.07787
-12.42,130.89,30.4,DARWIN,1988,32.53279
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1988,36.1696
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1988,32.6
-23.8,133.89,546,ALICE SPRINGS,1988,29.25765
-20.18,130.01,340,RABBIT FLAT,1988,34.65656
-31.16,136.81,166.6,WOOMERA,1988,26.15246
-30.71,134.58,123,TARCOOLA,1988,26.83636
-27.56,135.45,116.5,OODNADATTA,1988,29.49937
-29.66,138.07,50,MARREE,1988,28.80642
-32.13,133.7,15.3,CEDUNAAMO,1988,23.33825
-33.13,135.55,59,KYANCUTTA,1988,25.84808
-34.6,135.88,8.5,PORT LINCOLN,1988,21.11786
-33.77,138.22,109.1,RAYVILLEPARK,1988,23.70826
-35.75,136.6,158,CAPEBORDA,1988,18.92833
-34.92,138.62,48,KENTTOWN,1988,22.75929
-34.48,139.01,275,NURIOOTPAPIRSA,1988,21.56904
-37.75,140.77,63,MOUNT GAMBIER,1988,19.81284
-37.16,139.76,3.3,ROBE,1988,18.67549
-12.68,141.92,18,WEIPAAERO,1988,33.15847
-10.58,142.29,4,HORNISLAND,1988,30.79093
-16,144.08,203.8,PALMERVILLE,1988,33.8622
-17.69,141.07,18.4,NORMANTON,1988,34.41257
-17.75,139.54,5.7,BURKETOWN,1988,33.97923
-20.73,143.14,211.1,RICHMOND POST OFFICE,1988,33.69475
-18.3,143.53,301.8,GEORGETOWN,1988,33.61475
-16.87,145.75,2.2,CAIRNSAERO,1988,29.93607
-19.25,146.77,4.3,TOWNSVILLE,1988,29.67732
-21.12,149.22,30.3,MACKAY,1988,26.3235
-20.05,146.27,289.8,CHARTERS TOWERS,1988,29.97377
-23.55,145.29,266.9,BARCALDINE,1988,30.49399
-23.44,144.28,192.2,LONGREACH,1988,31.77104
-19.92,138.12,231.2,CAMOOWEAL,1988,34.55096
-22.91,139.9,161.8,BOULIA,1988,32.11229
-25.9,139.35,46.6,BIRDSVILLE,1988,31.35365
-25.62,151.62,110.9,GAYNDAH,1988,28.79781
-23.38,150.48,10.4,ROCKHAMPTON,1988,28.65918
-24.91,152.32,30.8,BUNDABERGAERO,1988,27.37025
-27.63,152.71,24.2,AMBERLEYAMO,1988,26.75738
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1988,23.75328
-27.39,153.13,4.5,BRISBANEAERO,1988,25.10902
-26.66,150.18,304.8,MILES CONSTANCE STREET,1988,27.18072
-28.05,148.59,198.5,ST GEORGE AIRPORT,1988,27.04505
-26.41,146.26,301.6,CHARLEVILLE,1988,28.81448
-27.99,143.82,130.9,THARGOMINDAH,1988,29.23388
-31.52,143.39,94.3,WILCANNIA,1988,26.73618
-29.44,142.06,176.4,TIBOOBURRA,1988,27.47596
-31.48,145.83,260,COBARMO,1988,25.43973
-30.04,145.95,107.3,BOURKE,1988,27.66044
-33.94,147.2,257,WESTWYALONG,1988,23.26694
-30.04,148.12,133,WALGETT,1988,26.47219
-29.49,149.85,213,MOREEAERO,1988,25.79016
-31.03,150.27,307,GUNNEDAH,1988,24.69917
-29.78,151.11,582,INVERELL,1988,23.66105
-29.43,153.36,27.4,YAMBA PILOT STATION,1988,23.50027
-30.32,153.12,3.5,COFFS HARBOUR,1988,23.89344
-31.43,152.87,4.2,PORT MACQUARIE,1988,23.64153
-32.79,151.84,7.5,WILLIAMTOWN,1988,23.44126
-32.03,150.83,221.4,SCONE,1988,23.69144
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1988,20.2082
-32.22,148.58,284,DUBBO,1988,24.46749
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1988,23.26202
-33.6,150.78,19,RICHMOND,1988,23.8
-34.95,150.54,109,NOWRARAN,1988,22.33087
-35.09,150.8,85,POINT PERPENDICULAR,1988,20.90082
-35.91,150.15,17,MORUYAHEADS,1988,20.76503
-35.31,149.2,577.1,CANBERRA AIRPORT,1988,20.03306
-35.16,147.46,212,WAGGA WAGGA,1988,22.93607
-35.94,148.38,1482.4,CABRAMURRA,1988,12.520879
-35.56,144.95,94,DENILIQUIN,1988,23.38169
-34.24,142.09,50,MILDURA,1988,25.02486
-36.31,141.65,138.9,NHILL,1988,22.7959
-35.72,143.92,77.7,KERANG,1988,23.18674
-36.1,146.51,175,RUTHERGLEN,1988,22.0978
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1988,18.84986
-37.69,148.47,62.7,ORBOST,1988,20.45
-38.12,147.13,4.6,EASTSALE,1988,20.43388
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1988,17.39945
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1988,20.39208
-37.86,144.76,20.1,LAVERTON,1988,20.10273
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1988,17.6224
-41.05,146.79,3,LOWHEAD,1988,17.08242
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1988,18.59454
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1988,18.47596
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1988,15.78644
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1988,18.15273
-42.99,147.07,65,GROVE(RESEARCHSTATION),1988,18.49027
-42.28,146.28,667,BUTLERS GORGE,1988,14.11657
-14.3,126.65,23,KALUMBURU,1989,34.02092
-18.23,127.66,422,HALLS CREEK,1989,33.40301
-17.95,122.24,7.4,BROOME AIRPORT,1989,32.41753
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1989,32.65427
-21.18,119.75,182.3,MARBLE BAR,1989,34.53233
-22.24,114.1,5,LEARMONTH AIRPORT,1989,31.55973
-22.24,118.34,463,WITTENOOM,1989,32.4228
-24.89,113.67,4,CARNARVON AIRPORT,1989,27.98767
-26.61,118.54,517,MEEKATHARRA AIRPORT,1989,28.11315
-29.2,116.02,271.4,MORAWA AIRPORT,1989,26.95
-30.28,116.67,324.5,DALWALLINU,1989,25.17069
-28.8,114.7,29.7,GERALDTON AIRPORT,1989,25.82329
-31.93,115.98,15.4,PERTH AIRPORT,1989,24.58301
-34.37,115.14,13,CAPE LEEUWIN,1989,20.00192
-33.95,116.13,178.7,BRIDGETOWN,1989,21.54408
-33.83,121.89,25,ESPERANCE,1989,21.27507
-34.94,117.82,68.4,ALBANY,1989,20.02164
-31.48,118.28,315,MERREDIN,1989,24.80658
-31.62,117.22,216.7,CUNDERDIN,1989,24.69199
-33.69,117.61,320,KATANNING,1989,21.89807
-32.67,116.67,275,WANDERING,1989,22.74643
-31.68,128.9,93.1,EUCLA,1989,22.03493
-30.85,128.11,159,FORREST,1989,25.23096
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1989,24.42356
-25.03,128.3,598,GILES,1989,28.03479
-12.42,130.89,30.4,DARWIN,1989,32.14959
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1989,35.29464
