lat,long,elev,locality,Year,Temp
-28.8,114.7,29.7,GERALDTON AIRPORT,1979,25.11956
-31.93,115.98,15.4,PERTH AIRPORT,1979,24.50904
-34.37,115.14,13,CAPE LEEUWIN,1979,19.50438
-33.95,116.13,178.7,BRIDGETOWN,1979,21.66394
-33.83,121.89,25,ESPERANCE,1979,21.20603
-34.94,117.82,68.4,ALBANY,1979,19.52603
-31.48,118.28,315,MERREDIN,1979,25.30742
-31.62,117.22,216.7,CUNDERDIN,1979,24.81768
-33.69,117.61,320,KATANNING,1979,21.85944
-32.67,116.67,275,WANDERING,1979,22.59863
-31.68,128.9,93.1,EUCLA,1979,22.53726
-30.85,128.11,159,FORREST,1979,25.81973
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1979,25.28027
-25.03,128.3,598,GILES,1979,29.2663
-12.42,130.89,30.4,DARWIN,1979,31.97589
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1979,35.30342
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1979,31.79616
-23.8,133.89,546,ALICE SPRINGS,1979,29.6937
-20.18,130.01,340,RABBIT FLAT,1979,34.4211
-31.16,136.81,166.6,WOOMERA,1979,25.87671
-30.71,134.58,123,TARCOOLA,1979,26.6148
-27.56,135.45,116.5,OODNADATTA,1979,29.08681
-29.66,138.07,50,MARREE,1979,28.30414
-32.13,133.7,15.3,CEDUNAAMO,1979,22.92411
-33.13,135.55,59,KYANCUTTA,1979,24.96438
-34.6,135.88,8.5,PORT LINCOLN,1979,20.47315
-33.77,138.22,109.1,RAYVILLEPARK,1979,23.17771
-35.75,136.6,158,CAPEBORDA,1979,18.62384
-34.92,138.62,48,KENTTOWN,1979,22.15479
-34.48,139.01,275,NURIOOTPAPIRSA,1979,21.01703
-37.75,140.77,63,MOUNT GAMBIER,1979,19.17616
-37.16,139.76,3.3,ROBE,1979,18.40545
-12.68,141.92,18,WEIPAAERO,1979,32.42705
-10.58,142.29,4,HORNISLAND,1979,29.81534
-16,144.08,203.8,PALMERVILLE,1979,32.1168
-17.69,141.07,18.4,NORMANTON,1979,32.75223
-17.75,139.54,5.7,BURKETOWN,1979,32.44375
-20.73,143.14,211.1,RICHMOND POST OFFICE,1979,33.03239
-18.3,143.53,301.8,GEORGETOWN,1979,31.94683
-16.87,145.75,2.2,CAIRNSAERO,1979,28.86356
-19.25,146.77,4.3,TOWNSVILLE,1979,29.07507
-21.12,149.22,30.3,MACKAY,1979,25.79781
-20.05,146.27,289.8,CHARTERS TOWERS,1979,29.54714
-23.55,145.29,266.9,BARCALDINE,1979,30.37945
-23.44,144.28,192.2,LONGREACH,1979,31.48775
-19.92,138.12,231.2,CAMOOWEAL,1979,32.72521
-22.91,139.9,161.8,BOULIA,1979,32.55718
-25.9,139.35,46.6,BIRDSVILLE,1979,31.04192
-25.62,151.62,110.9,GAYNDAH,1979,28.77589
-23.38,150.48,10.4,ROCKHAMPTON,1979,28.56219
-24.91,152.32,30.8,BUNDABERGAERO,1979,27.33278
-27.63,152.71,24.2,AMBERLEYAMO,1979,26.91918
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1979,23.66758
-27.39,153.13,4.5,BRISBANEAERO,1979,25.39973
-26.66,150.18,304.8,MILES CONSTANCE STREET,1979,27.69863
-28.05,148.59,198.5,ST GEORGE AIRPORT,1979,27.90364
-26.41,146.26,301.6,CHARLEVILLE,1979,29.13178
-27.99,143.82,130.9,THARGOMINDAH,1979,29.72342
-31.52,143.39,94.3,WILCANNIA,1979,27.89365
-29.44,142.06,176.4,TIBOOBURRA,1979,27.81346
-31.48,145.83,260,COBARMO,1979,25.97425
-30.04,145.95,107.3,BOURKE,1979,28.53085
-33.94,147.2,257,WESTWYALONG,1979,23.48729
-30.04,148.12,133,WALGETT,1979,27.40634
-29.49,149.85,213,MOREEAERO,1979,26.94192
-31.03,150.27,307,GUNNEDAH,1979,25.33397
-29.78,151.11,582,INVERELL,1979,24.1228
-29.43,153.36,27.4,YAMBA PILOT STATION,1979,23.70852
-30.32,153.12,3.5,COFFS HARBOUR,1979,23.76767
-31.43,152.87,4.2,PORT MACQUARIE,1979,23.13305
-32.79,151.84,7.5,WILLIAMTOWN,1979,23.70877
-32.03,150.83,221.4,SCONE,1979,24.39616
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1979,20.61894
-32.22,148.58,284,DUBBO,1979,24.58516
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1979,23.1074
-33.6,150.78,19,RICHMOND,1979,24.68104
-34.95,150.54,109,NOWRARAN,1979,22.24698
-35.09,150.8,85,POINT PERPENDICULAR,1979,20.28626
-35.91,150.15,17,MORUYAHEADS,1979,20.2975
-35.31,149.2,577.1,CANBERRA AIRPORT,1979,20.43644
-35.16,147.46,212,WAGGA WAGGA,1979,23.01233
-35.94,148.38,1482.4,CABRAMURRA,1979,11.926648
-35.56,144.95,94,DENILIQUIN,1979,23.36154
-34.24,142.09,50,MILDURA,1979,24.72247
-36.31,141.65,138.9,NHILL,1979,22.11444
-35.72,143.92,77.7,KERANG,1979,22.84751
-36.1,146.51,175,RUTHERGLEN,1979,21.65543
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1979,18.28658
-37.69,148.47,62.7,ORBOST,1979,20.41863
-38.12,147.13,4.6,EASTSALE,1979,19.95836
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1979,16.57603
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1979,19.87315
-37.86,144.76,20.1,LAVERTON,1979,20.0274
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1979,17.04077
-41.05,146.79,3,LOWHEAD,1979,16.13863
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1979,17.83397
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1979,17.94725
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1979,15.12198
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1979,17.64521
-42.99,147.07,65,GROVE(RESEARCHSTATION),1979,17.77155
-42.28,146.28,667,BUTLERS GORGE,1979,12.90994
-14.3,126.65,23,KALUMBURU,1980,34.23934
-18.23,127.66,422,HALLS CREEK,1980,33.0659
-17.95,122.24,7.4,BROOME AIRPORT,1980,32.60082
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1980,33.95378
-21.18,119.75,182.3,MARBLE BAR,1980,35.29587
-22.24,114.1,5,LEARMONTH AIRPORT,1980,30.92378
-22.24,118.34,463,WITTENOOM,1980,32.59553
-24.89,113.67,4,CARNARVON AIRPORT,1980,27.45273
-26.61,118.54,517,MEEKATHARRA AIRPORT,1980,29.04481
-29.2,116.02,271.4,MORAWA AIRPORT,1980,27.4624
-30.28,116.67,324.5,DALWALLINU,1980,25.78898
-28.8,114.7,29.7,GERALDTON AIRPORT,1980,25.21694
-31.93,115.98,15.4,PERTH AIRPORT,1980,24.37049
-34.37,115.14,13,CAPE LEEUWIN,1980,19.33836
-33.95,116.13,178.7,BRIDGETOWN,1980,21.39778
-33.83,121.89,25,ESPERANCE,1980,21.60546
-34.94,117.82,68.4,ALBANY,1980,19.56311
-31.48,118.28,315,MERREDIN,1980,25.58087
-31.62,117.22,216.7,CUNDERDIN,1980,25.25666
-33.69,117.61,320,KATANNING,1980,21.67322
-32.67,116.67,275,WANDERING,1980,22.63499
-31.68,128.9,93.1,EUCLA,1980,23.29016
-30.85,128.11,159,FORREST,1980,26.14411
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1980,25.50601
-25.03,128.3,598,GILES,1980,30.2429
-12.42,130.89,30.4,DARWIN,1980,32.34836
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1980,35.46555
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1980,32.77885
-23.8,133.89,546,ALICE SPRINGS,1980,30.69754
-20.18,130.01,340,RABBIT FLAT,1980,35.19083
-31.16,136.81,166.6,WOOMERA,1980,26.76284
-30.71,134.58,123,TARCOOLA,1980,27.24536
-27.56,135.45,116.5,OODNADATTA,1980,30.23197
-29.66,138.07,50,MARREE,1980,29.08802
-32.13,133.7,15.3,CEDUNAAMO,1980,23.59614
-33.13,135.55,59,KYANCUTTA,1980,25.53453
-34.6,135.88,8.5,PORT LINCOLN,1980,21.02857
-33.77,138.22,109.1,RAYVILLEPARK,1980,23.78892
-35.75,136.6,158,CAPEBORDA,1980,18.94945
-34.92,138.62,48,KENTTOWN,1980,22.71612
-34.48,139.01,275,NURIOOTPAPIRSA,1980,21.61257
-37.75,140.77,63,MOUNT GAMBIER,1980,19.64617
-37.16,139.76,3.3,ROBE,1980,18.66037
-12.68,141.92,18,WEIPAAERO,1980,32.69752
-10.58,142.29,4,HORNISLAND,1980,30.13415
-16,144.08,203.8,PALMERVILLE,1980,32.82857
-17.69,141.07,18.4,NORMANTON,1980,33.67814
-17.75,139.54,5.7,BURKETOWN,1980,33.1557
-20.73,143.14,211.1,RICHMOND POST OFFICE,1980,33.8449
-18.3,143.53,301.8,GEORGETOWN,1980,32.34481
-16.87,145.75,2.2,CAIRNSAERO,1980,29.01781
-19.25,146.77,4.3,TOWNSVILLE,1980,29.47787
-21.12,149.22,30.3,MACKAY,1980,26.3526
-20.05,146.27,289.8,CHARTERS TOWERS,1980,30.0326
-23.55,145.29,266.9,BARCALDINE,1980,30.67753
-23.44,144.28,192.2,LONGREACH,1980,31.86441
-19.92,138.12,231.2,CAMOOWEAL,1980,34.33778
-22.91,139.9,161.8,BOULIA,1980,33.10683
-25.9,139.35,46.6,BIRDSVILLE,1980,31.72672
-25.62,151.62,110.9,GAYNDAH,1980,29.2728
-23.38,150.48,10.4,ROCKHAMPTON,1980,28.7761
-24.91,152.32,30.8,BUNDABERGAERO,1980,27.64073
-27.63,152.71,24.2,AMBERLEYAMO,1980,27.52322
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1980,23.95234
-27.39,153.13,4.5,BRISBANEAERO,1980,25.59399
-26.66,150.18,304.8,MILES CONSTANCE STREET,1980,27.95718
-28.05,148.59,198.5,ST GEORGE AIRPORT,1980,28.22312
-26.41,146.26,301.6,CHARLEVILLE,1980,29.39262
-27.99,143.82,130.9,THARGOMINDAH,1980,30.12692
-31.52,143.39,94.3,WILCANNIA,1980,28.18994
-29.44,142.06,176.4,TIBOOBURRA,1980,28.86421
-31.48,145.83,260,COBARMO,1980,26.47678
-30.04,145.95,107.3,BOURKE,1980,28.58033
-33.94,147.2,257,WESTWYALONG,1980,23.5978
-30.04,148.12,133,WALGETT,1980,27.74426
-29.49,149.85,213,MOREEAERO,1980,27.8776
-31.03,150.27,307,GUNNEDAH,1980,25.98846
-29.78,151.11,582,INVERELL,1980,25.08978
-29.43,153.36,27.4,YAMBA PILOT STATION,1980,24.33168
-30.32,153.12,3.5,COFFS HARBOUR,1980,24.4811
-31.43,152.87,4.2,PORT MACQUARIE,1980,23.7528
-32.79,151.84,7.5,WILLIAMTOWN,1980,24.56175
-32.03,150.83,221.4,SCONE,1980,25.64071
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1980,21.18069
-32.22,148.58,284,DUBBO,1980,25.44508
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1980,23.75984
-33.6,150.78,19,RICHMOND,1980,25.30847
-34.95,150.54,109,NOWRARAN,1980,22.9261
-35.09,150.8,85,POINT PERPENDICULAR,1980,20.92297
-35.91,150.15,17,MORUYAHEADS,1980,21.21302
-35.31,149.2,577.1,CANBERRA AIRPORT,1980,20.8263
-35.16,147.46,212,WAGGA WAGGA,1980,23.12377
-35.94,148.38,1482.4,CABRAMURRA,1980,12.164463
-35.56,144.95,94,DENILIQUIN,1980,23.56202
-34.24,142.09,50,MILDURA,1980,24.97213
-36.31,141.65,138.9,NHILL,1980,22.7179
-35.72,143.92,77.7,KERANG,1980,23.27507
-36.1,146.51,175,RUTHERGLEN,1980,22.30806
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1980,18.57869
-37.69,148.47,62.7,ORBOST,1980,20.74361
-38.12,147.13,4.6,EASTSALE,1980,20.48497
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1980,16.89525
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1980,20.06311
-37.86,144.76,20.1,LAVERTON,1980,20.36503
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1980,17.42767
-41.05,146.79,3,LOWHEAD,1980,16.18192
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1980,17.98743
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1980,17.9337
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1980,15.23552
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1980,17.75956
-42.99,147.07,65,GROVE(RESEARCHSTATION),1980,17.86354
-42.28,146.28,667,BUTLERS GORGE,1980,13.24789
-14.3,126.65,23,KALUMBURU,1981,34.24986
-18.23,127.66,422,HALLS CREEK,1981,33.5374
-17.95,122.24,7.4,BROOME AIRPORT,1981,32.38493
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1981,33.4341
-21.18,119.75,182.3,MARBLE BAR,1981,35.0437
-22.24,114.1,5,LEARMONTH AIRPORT,1981,31.92575
-22.24,118.34,463,WITTENOOM,1981,32.49397
-24.89,113.67,4,CARNARVON AIRPORT,1981,27.52356
-26.61,118.54,517,MEEKATHARRA AIRPORT,1981,29.13342
-29.2,116.02,271.4,MORAWA AIRPORT,1981,26.90812
-30.28,116.67,324.5,DALWALLINU,1981,24.99446
-28.8,114.7,29.7,GERALDTON AIRPORT,1981,25.56767
-31.93,115.98,15.4,PERTH AIRPORT,1981,24.28247
-34.37,115.14,13,CAPE LEEUWIN,1981,19.01433
-33.95,116.13,178.7,BRIDGETOWN,1981,21.42635
-33.83,121.89,25,ESPERANCE,1981,20.96082
-34.94,117.82,68.4,ALBANY,1981,19.61123
-31.48,118.28,315,MERREDIN,1981,24.26548
-31.62,117.22,216.7,CUNDERDIN,1981,24.14072
-33.69,117.61,320,KATANNING,1981,21.10055
-32.67,116.67,275,WANDERING,1981,21.99971
-31.68,128.9,93.1,EUCLA,1981,22.16501
-30.85,128.11,159,FORREST,1981,25.23204
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1981,24.49753
-25.03,128.3,598,GILES,1981,28.93781
-12.42,130.89,30.4,DARWIN,1981,32.11918
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1981,35.20056
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1981,31.4023
-23.8,133.89,546,ALICE SPRINGS,1981,29.26575
-20.18,130.01,340,RABBIT FLAT,1981,33.71994
-31.16,136.81,166.6,WOOMERA,1981,26.18301
-30.71,134.58,123,TARCOOLA,1981,27.07103
-27.56,135.45,116.5,OODNADATTA,1981,29.2063
-29.66,138.07,50,MARREE,1981,28.67187
-32.13,133.7,15.3,CEDUNAAMO,1981,23.11644
-33.13,135.55,59,KYANCUTTA,1981,25.00055
-34.6,135.88,8.5,PORT LINCOLN,1981,20.69534
-33.77,138.22,109.1,RAYVILLEPARK,1981,23.18
-35.75,136.6,158,CAPEBORDA,1981,18.42173
-34.92,138.62,48,KENTTOWN,1981,22.44176
-34.48,139.01,275,NURIOOTPAPIRSA,1981,21.23836
-37.75,140.77,63,MOUNT GAMBIER,1981,19.54575
-37.16,139.76,3.3,ROBE,1981,18.50225
-12.68,141.92,18,WEIPAAERO,1981,32.85562
-10.58,142.29,4,HORNISLAND,1981,30.31672
-16,144.08,203.8,PALMERVILLE,1981,32.30937
-17.69,141.07,18.4,NORMANTON,1981,33.2438
-17.75,139.54,5.7,BURKETOWN,1981,32.61556
-20.73,143.14,211.1,RICHMOND POST OFFICE,1981,32.53491
-18.3,143.53,301.8,GEORGETOWN,1981,31.74219
-16.87,145.75,2.2,CAIRNSAERO,1981,29.07425
-19.25,146.77,4.3,TOWNSVILLE,1981,29.06685
-21.12,149.22,30.3,MACKAY,1981,26.19562
-20.05,146.27,289.8,CHARTERS TOWERS,1981,29.2838
-23.55,145.29,266.9,BARCALDINE,1981,29.76326
-23.44,144.28,192.2,LONGREACH,1981,30.90907
-19.92,138.12,231.2,CAMOOWEAL,1981,33.28066
-22.91,139.9,161.8,BOULIA,1981,31.90329
-25.9,139.35,46.6,BIRDSVILLE,1981,30.50562
-25.62,151.62,110.9,GAYNDAH,1981,27.77686
-23.38,150.48,10.4,ROCKHAMPTON,1981,28.07521
-24.91,152.32,30.8,BUNDABERGAERO,1981,27.0268
-27.63,152.71,24.2,AMBERLEYAMO,1981,26.52967
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1981,23.48324
-27.39,153.13,4.5,BRISBANEAERO,1981,25.08795
-26.66,150.18,304.8,MILES CONSTANCE STREET,1981,27.39506
-28.05,148.59,198.5,ST GEORGE AIRPORT,1981,26.94932
-26.41,146.26,301.6,CHARLEVILLE,1981,28.12027
-27.99,143.82,130.9,THARGOMINDAH,1981,28.46438
-31.52,143.39,94.3,WILCANNIA,1981,27.16276
-29.44,142.06,176.4,TIBOOBURRA,1981,27.35568
-31.48,145.83,260,COBARMO,1981,25.30329
-30.04,145.95,107.3,BOURKE,1981,27.35655
-33.94,147.2,257,WESTWYALONG,1981,22.99889
-30.04,148.12,133,WALGETT,1981,26.43544
-29.49,149.85,213,MOREEAERO,1981,26.38548
-31.03,150.27,307,GUNNEDAH,1981,24.6892
-29.78,151.11,582,INVERELL,1981,23.78
-29.43,153.36,27.4,YAMBA PILOT STATION,1981,23.90466
-30.32,153.12,3.5,COFFS HARBOUR,1981,23.80275
-31.43,152.87,4.2,PORT MACQUARIE,1981,23.11365
-32.79,151.84,7.5,WILLIAMTOWN,1981,23.21288
-32.03,150.83,221.4,SCONE,1981,24.04652
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1981,19.83353
-32.22,148.58,284,DUBBO,1981,24.44721
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1981,22.8263
-33.6,150.78,19,RICHMOND,1981,23.71781
-34.95,150.54,109,NOWRARAN,1981,21.92363
-35.09,150.8,85,POINT PERPENDICULAR,1981,20.27425
-35.91,150.15,17,MORUYAHEADS,1981,20.44791
-35.31,149.2,577.1,CANBERRA AIRPORT,1981,19.83425
-35.16,147.46,212,WAGGA WAGGA,1981,22.23768
-35.94,148.38,1482.4,CABRAMURRA,1981,11.792614
-35.56,144.95,94,DENILIQUIN,1981,23.1686
-34.24,142.09,50,MILDURA,1981,24.38774
-36.31,141.65,138.9,NHILL,1981,22.47819
-35.72,143.92,77.7,KERANG,1981,23.03544
-36.1,146.51,175,RUTHERGLEN,1981,21.47356
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1981,18.15808
-37.69,148.47,62.7,ORBOST,1981,20.10667
-38.12,147.13,4.6,EASTSALE,1981,19.83297
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1981,16.9
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1981,20.13479
-37.86,144.76,20.1,LAVERTON,1981,20.30493
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1981,17.63479
-41.05,146.79,3,LOWHEAD,1981,16.49178
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1981,18.19452
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1981,18.1137
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1981,15.59423
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1981,17.68082
-42.99,147.07,65,GROVE(RESEARCHSTATION),1981,17.63399
-42.28,146.28,667,BUTLERS GORGE,1981,13.20256
-14.3,126.65,23,KALUMBURU,1982,33.30028
-18.23,127.66,422,HALLS CREEK,1982,32.13644
-17.95,122.24,7.4,BROOME AIRPORT,1982,32.14877
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1982,33.57961
-21.18,119.75,182.3,MARBLE BAR,1982,34.3888
-22.24,114.1,5,LEARMONTH AIRPORT,1982,31.84274
-22.24,118.34,463,WITTENOOM,1982,31.65671
-24.89,113.67,4,CARNARVON AIRPORT,1982,27.82164
-26.61,118.54,517,MEEKATHARRA AIRPORT,1982,28.83616
-29.2,116.02,271.4,MORAWA AIRPORT,1982,27.54986
-30.28,116.67,324.5,DALWALLINU,1982,25.63444
-28.8,114.7,29.7,GERALDTON AIRPORT,1982,25.39945
-31.93,115.98,15.4,PERTH AIRPORT,1982,24.75151
-34.37,115.14,13,CAPE LEEUWIN,1982,19.68603
-33.95,116.13,178.7,BRIDGETOWN,1982,21.59144
-33.83,121.89,25,ESPERANCE,1982,21.68548
-34.94,117.82,68.4,ALBANY,1982,19.92712
-31.48,118.28,315,MERREDIN,1982,25.20658
-31.62,117.22,216.7,CUNDERDIN,1982,24.93989
-33.69,117.61,320,KATANNING,1982,21.80137
-32.67,116.67,275,WANDERING,1982,22.96942
-31.68,128.9,93.1,EUCLA,1982,22.79526
-30.85,128.11,159,FORREST,1982,25.74356
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1982,25.17616
-25.03,128.3,598,GILES,1982,28.31562
-12.42,130.89,30.4,DARWIN,1982,31.86192
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1982,33.93196
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1982,30.65679
-23.8,133.89,546,ALICE SPRINGS,1982,28.55616
-20.18,130.01,340,RABBIT FLAT,1982,32.74816
-31.16,136.81,166.6,WOOMERA,1982,26.28849
-30.71,134.58,123,TARCOOLA,1982,27.47797
-27.56,135.45,116.5,OODNADATTA,1982,29.29425
-29.66,138.07,50,MARREE,1982,29.20424
-32.13,133.7,15.3,CEDUNAAMO,1982,23.54822
-33.13,135.55,59,KYANCUTTA,1982,25.52356
-34.6,135.88,8.5,PORT LINCOLN,1982,20.8474
-33.77,138.22,109.1,RAYVILLEPARK,1982,24.01517
-35.75,136.6,158,CAPEBORDA,1982,18.89256
-34.92,138.62,48,KENTTOWN,1982,22.94247
-34.48,139.01,275,NURIOOTPAPIRSA,1982,21.95699
-37.75,140.77,63,MOUNT GAMBIER,1982,19.70548
-37.16,139.76,3.3,ROBE,1982,18.27437
-12.68,141.92,18,WEIPAAERO,1982,32.2193
-10.58,142.29,4,HORNISLAND,1982,29.84169
-16,144.08,203.8,PALMERVILLE,1982,32.3442
-17.69,141.07,18.4,NORMANTON,1982,33.07932
-17.75,139.54,5.7,BURKETOWN,1982,32.49791
-20.73,143.14,211.1,RICHMOND POST OFFICE,1982,32.82754
-18.3,143.53,301.8,GEORGETOWN,1982,31.93562
-16.87,145.75,2.2,CAIRNSAERO,1982,28.55923
-19.25,146.77,4.3,TOWNSVILLE,1982,29.02575
-21.12,149.22,30.3,MACKAY,1982,25.75659
-20.05,146.27,289.8,CHARTERS TOWERS,1982,29.79726
-23.55,145.29,266.9,BARCALDINE,1982,30.49229
-23.44,144.28,192.2,LONGREACH,1982,31.73562
-19.92,138.12,231.2,CAMOOWEAL,1982,33.01791
-22.91,139.9,161.8,BOULIA,1982,32.14404
-25.9,139.35,46.6,BIRDSVILLE,1982,31.49176
-25.62,151.62,110.9,GAYNDAH,1982,28.03664
-23.38,150.48,10.4,ROCKHAMPTON,1982,28.54466
-24.91,152.32,30.8,BUNDABERGAERO,1982,26.91828
-27.63,152.71,24.2,AMBERLEYAMO,1982,26.54282
-27.03,153.47,99.9,CAPE MORETON LIGHTHOUSE,1982,23.28685
-27.39,153.13,4.5,BRISBANEAERO,1982,24.96658
-26.66,150.18,304.8,MILES CONSTANCE STREET,1982,27.50508
-28.05,148.59,198.5,ST GEORGE AIRPORT,1982,27.23452
-26.41,146.26,301.6,CHARLEVILLE,1982,28.79863
-27.99,143.82,130.9,THARGOMINDAH,1982,29.60575
-31.52,143.39,94.3,WILCANNIA,1982,27.31468
-29.44,142.06,176.4,TIBOOBURRA,1982,28.07534
-31.48,145.83,260,COBARMO,1982,26.35534
-30.04,145.95,107.3,BOURKE,1982,28.46767
-33.94,147.2,257,WESTWYALONG,1982,23.87507
-30.04,148.12,133,WALGETT,1982,27.15552
-29.49,149.85,213,MOREEAERO,1982,26.5611
-31.03,150.27,307,GUNNEDAH,1982,25.64959
-29.78,151.11,582,INVERELL,1982,24.38407
-29.43,153.36,27.4,YAMBA PILOT STATION,1982,23.34258
-30.32,153.12,3.5,COFFS HARBOUR,1982,23.35808
-31.43,152.87,4.2,PORT MACQUARIE,1982,22.74078
-32.79,151.84,7.5,WILLIAMTOWN,1982,23.23342
-32.03,150.83,221.4,SCONE,1982,24.43918
-33.43,149.56,713,BATHURS TAGRICULTURAL STATION,1982,21.5096
-32.22,148.58,284,DUBBO,1982,25.25565
-33.86,151.21,39,SYDNEY (OBSERVATORYHILL),1982,22.91014
-33.6,150.78,19,RICHMOND,1982,24.26986
-34.95,150.54,109,NOWRARAN,1982,22.38877
-35.09,150.8,85,POINT PERPENDICULAR,1982,20.99577
-35.91,150.15,17,MORUYAHEADS,1982,20.50468
-35.31,149.2,577.1,CANBERRA AIRPORT,1982,21.12164
-35.16,147.46,212,WAGGA WAGGA,1982,23.6274
-35.94,148.38,1482.4,CABRAMURRA,1982,12.784857
-35.56,144.95,94,DENILIQUIN,1982,23.96566
-34.24,142.09,50,MILDURA,1982,25.32603
-36.31,141.65,138.9,NHILL,1982,23.20904
-35.72,143.92,77.7,KERANG,1982,23.72201
-36.1,146.51,175,RUTHERGLEN,1982,22.73966
-37.57,149.92,15.2,GABOISLAND LIGHTHOUSE,1982,18.2338
-37.69,148.47,62.7,ORBOST,1982,20.28072
-38.12,147.13,4.6,EASTSALE,1982,20.41945
-39.13,146.42,95,WILSONS PROMONTORY LIGHTHOUSE,1982,17.04219
-37.83,144.98,7.5,MELBOURNE(OLYMPICPARK),1982,20.17397
-37.86,144.76,20.1,LAVERTON,1982,20.48027
-38.86,143.51,82,CAPE OTWAY LIGHTHOUSE,1982,17.38466
-41.05,146.79,3,LOWHEAD,1982,16.13315
-41.55,147.22,166.9,LAUNCESTONAIRPORT,1982,18.26712
-40.99,148.35,19.7,LARAPUNA(EDDYSTONEPOINT),1982,18.03047
-43.49,147.15,55,CAPEBRUNY LIGHTHOUSE,1982,15.26301
-42.89,147.33,50.5,HOBART(ELLERSLIEROAD),1982,17.6326
-42.99,147.07,65,GROVE(RESEARCHSTATION),1982,17.81994
-42.28,146.28,667,BUTLERS GORGE,1982,13.09304
-14.3,126.65,23,KALUMBURU,1983,33.77812
-18.23,127.66,422,HALLS CREEK,1983,32.04219
-17.95,122.24,7.4,BROOME AIRPORT,1983,31.91464
-20.37,118.63,6.4,PORT HEDLAND AIRPORT,1983,33.69616
-21.18,119.75,182.3,MARBLE BAR,1983,34.76955
-22.24,114.1,5,LEARMONTH AIRPORT,1983,32.31671
-22.24,118.34,463,WITTENOOM,1983,33.03068
-24.89,113.67,4,CARNARVON AIRPORT,1983,28.00767
-26.61,118.54,517,MEEKATHARRA AIRPORT,1983,29.75014
-29.2,116.02,271.4,MORAWA AIRPORT,1983,27.68343
-30.28,116.67,324.5,DALWALLINU,1983,25.83967
-28.8,114.7,29.7,GERALDTON AIRPORT,1983,26.08027
-31.93,115.98,15.4,PERTH AIRPORT,1983,25.43178
-34.37,115.14,13,CAPE LEEUWIN,1983,20.42747
-33.95,116.13,178.7,BRIDGETOWN,1983,22.27041
-33.83,121.89,25,ESPERANCE,1983,22.04521
-34.94,117.82,68.4,ALBANY,1983,20.73397
-31.48,118.28,315,MERREDIN,1983,25.54904
-31.62,117.22,216.7,CUNDERDIN,1983,25.44609
-33.69,117.61,320,KATANNING,1983,22.11425
-32.67,116.67,275,WANDERING,1983,23.20604
-31.68,128.9,93.1,EUCLA,1983,22.67373
-30.85,128.11,159,FORREST,1983,25.31836
